468522,Regular Languages Are Testable with a Constant Number of Queries.,1999
468523,Lower Bounds on the Competitive Ratio for Mobile User Tracking and Distributed Job Scheduling (Extended Abstract).,1992
468524,The Geometry of Coin-Weighing Problems.,1996
468525,Choice-Memory Tradeoff in Allocations.,2009
468526,Broadcasting with Side Information.,2008
468527,Semi-Direct Product in Groups and Zig-Zag Product in Graphs: Connections and Applications.,2001
468528,"Eigenvalues, Expanders and Superconcentrators (Extended Abstract).",1984
468529,"Meanders, Ramsey Theory and Lower Bounds for Branching Programs.",1986
468530,Parallel Linear Programming in Fixed Dimension Almost Surely in Constant Time.,1990
468531,k-Wise Independent Random Graphs.,2008
468532,Coin-Flipping Games Immune against Linear-Sized Coalitions (Extended Abstract).,1990
468533,A Characterization of the (natural) Graph Properties Testable with One-Sided Error.,2005
468534,Additive Approximation for Edge-Deletion Problems.,2005
468535,Solving Linear Systems through Nested Dissection.,2010
485066,Better Algorithms and Bounds for Directed Maximum Leaf Problems.,2007
606261,Learning a Hidden Subgraph.,2004
606262,Quasi-randomness and Algorithmic Regularity for Graphs with General Degree Distributions.,2007
606263,Parameterized Algorithms for Directed Maximum Leaf Problems.,2007
606264,Balanced Families of Perfect Hash Functions and Their Applications.,2007
606265,Optimal Monotone Encodings.,2008
606266,Scalable Secure Storage when Half the System Is Faulty.,2000
606267,Fast FAST.,2009
606268,Improved Parallel Approximation of a Class of Integer Programming Programming Problems.,1996
606269,Additive Approximation for Edge-Deletion Problems (Abstract).,2006
696631,On Disseminating Information Reliably without Broadcasting.,1987
950586,Adversarial Leakage in Games.,2010
950587,Economical Graph Discovery.,2011
1043468,"Linear Boolean classification, coding and the critical problem.",2014
1051883,Biomolecular network motif counting and discovery by color coding.,2008
1113159,"Balanced Hashing, Color Coding and Approximate Counting.",2009
1139547,Spectral Techniques in Graph Algorithms.,1998
1145174,Typechecking XML Views of Relational Databases.,2001
1227074,From Bandits to Experts: A Tale of Domination and Independence.,2013
1231560,Generalization Error Bounds for Collaborative Prediction with Low-Rank Matrices.,2004
1291460,Bayesian ignorance.,2010
1293053,Estimating arbitrary subset sums with few probes.,2005
1293054,Tracking Join and Self-Join Sizes in Limited Storage.,1999
1293055,XML with Data Values: Typechecking Revisited.,2001
1306294,On Constant Time Approximation of Parameters of Bounded Degree Graphs.,2010
1315078,Independent Sets in Hypergraphs with Applications to Routing via Fixed Paths.,1999
1315079,Near-optimum Universal Graphs for Graphs with Bounded Degrees.,2001
1315080,Testing Low-Degree Polynomials over GF(2(.,2003
1318004,An optimal procedure for gap closing in whole genome shotgun sequencing.,2001
1392981,Sequential voting with externalities: herding in social networks.,2012
1392982,Differential pricing with inequity aversion in social networks.,2013
1436727,Comparison-Sorting and Selecting in Totally Monotone Matrices.,1992
1436728,A general approach to online network optimization problems.,2004
1436729,Approximation Schemes for Scheduling.,1997
1436730,"Ordinal embeddings of minimum relaxation: general properties, trees, and ultrametrics.",2005
1436731,Matching Nuts and Bolts.,1994
1436732,Smaller explicit superconcentrators.,2003
1436733,Optimal universal graphs with deterministic embedding.,2008
1436734,"On the power of two, three and four probes.",2009
1436735,Broadcast Throughput in Radio Networks: Routing vs. Network Coding.,2014
1436736,Guessing secrets efficiently via list decoding.,2002
1436737,Solving MAX-r-SAT Above a Tight Lower Bound.,2010
1436738,Testing triangle-freeness in general graphs.,2006
1436739,Weak &epsilon;-nets and interval chains.,2008
1436740,Finding a Large Hidden Clique in a Random Graph.,1998
1436741,Space-efficient local computation algorithms.,2012
1436742,Testing satisfiability.,2002
1436743,A characterization of easily testable induced subgraphs.,2004
1436744,"Linear equations, arithmetic progressions and hypergraph property testing.",2005
1436745,An elementary construction of constant-degree expanders.,2007
1436746,On the compatibility of quartet trees.,2014
1436747,Constructing worst case instances for semidefinite programming based approximation algorithms.,2001
1444543,Tell me who I am: an interactive recommendation system.,2006
1444544,Admission control to minimize rejections and online set cover with repetitions.,2005
1444545,Many random walks are faster than one.,2008
1444546,Basic network creation games.,2010
1456621,Pragmatic Self-stabilization of Atomic Memory in Message-Passing Systems.,2011
1459751,Improved approximation for directed cut problems.,2007
1459834,"Expanders, Sorting in Rounds and Superconcentrators of Limited Depth.",1985
1459835,The online set cover problem.,2003
1459836,Testing k-wise and almost k-wise independence.,2007
1459837,On the Complexity of Radio Communication (Extended Abstract).,1989
1459838,Routing permutations on graphs via matchings.,1993
1459839,Is Linear Hashing Good?,1997
1459840,A spectral technique for coloring random 3-colorable graphs (preliminary version).,1994
1459841,The approximate rank of a matrix and its algorithmic applications: approximate rank.,2013
1459842,Quadratic forms on graphs.,2005
1459843,Nearly complete graphs decomposable into large induced matchings and their applications.,2012
1459844,The Space Complexity of Approximating the Frequency Moments.,1996
1459845,Approximating the cut-norm via Grothendieck's inequality.,2004
1459846,Testing subgraphs in directed graphs.,2003
1459847,Every monotone graph property is testable.,2005
1459848,A Separator Theorem for Graphs with an Excluded Minor and its Applications.,1990
1459849,Random sampling and approximation of MAX-CSP problems.,2002
1459850,"Color-coding: a new method for finding simple paths, cycles and other small subgraphs within large graphs.",1994
1462297,A combinatorial characterization of the testable graph properties: it's all about regularity.,2006
1464727,Derandomization Via Small Sample Spaces (Abstract).,1996
1472023,Sum of us: strategyproof selection from the selectors.,2011
1546792,Brief Announcement: Sharing Memory in a Self-stabilizing Manner.,2010
1563809,The Asymmetric Matrix Partition Problem.,2013
1588397,Optimizing budget allocation among channels and influencers.,2012
1619845,On-Line and Off-Line Approximation Algorithms for Vector Covering Problems.,1998
1619846,Linear Time Algorithms for Finding a Dominating Set of Fixed Size in Degenerated Graphs.,2009
1619847,Solving MAX--SAT Above a Tight Lower Bound.,2011
1619848,"Derandomization, Witnesses for Boolean Matrix Multiplication and Construction of Perfect Hash Functions.",1996
1619849,Improved Parallel Approximation of a Class of Integer Programming Problems.,1997
1619851,Finding and Counting Given Length Cycles.,1997
1619852,Algorithmic Aspects of Acyclic Edge Colorings.,2002
1652933,Refining the Graph Density Condition for the Existence of Almost K-factors.,1999
1722178,Derandomized Graph Products.,1995
1722179,On sunflowers and matrix multiplication.,2013
1771348,Eigenvalues and expanders.,1986
1771349,Covering graphs by the minimum number of equivalence relations.,1986
1771350,"Eigenvalues, geometric expanders, sorting in rounds, and Ramsey theory.",1986
1771351,The maximum number of Hamiltonian paths in tournaments.,1990
1771352,Bipartite Subgraphs.,1996
1771353,The Shannon Capacity of a Union.,1998
1771354,Parallel comparison algorithms for approximation problems.,1991
1771355,The monotone circuit complexity of Boolean functions.,1987
1771356,A Lattice Point Problem and Additive Number Theory.,1995
1771357,On sums of subsets of a set of integers.,1988
1771358,Efficient Testing of Large Graphs.,2000
1771359,The Concentration of the Chromatic Number of Random Graphs.,1997
1771360,The smallets n-uniform hypergraph with positive discrepancy.,1987
1771361,Embedding nearly-spanning bounded degree trees.,2007
1771362,List Coloring of Random and Pseudo-Random Graphs.,1999
1771363,Codes And Xor Graph Products.,2007
1771364,Privileged users in zero-error transmission over a noisy channel.,2007
1771365,Uniformly cross intersecting families.,2009
1771366,Star arboricity.,1992
1771367,Ramsey-type Theorems with Forbidden Subgraphs.,2001
1771368,Sharp Bounds For Some Multicolor Ramsey Numbers.,2005
1771369,"On An Extremal Hypergraph Problem Of Brown, Erd�s And S�s.",2006
1771370,A separation theorem in property testing.,2008
1771371,A nowhere-zero point in liner mappings.,1989
1771372,Colorings and orientations of graphs.,1992
1771373,The Number Of Orientations Having No Fixed Tournament.,2006
1772708,Explicit Ramsey graphs and orthonormal labelings.,1994
1772709,Another Abstraction of the Erd�s-Szekeres Happy End Theorem.,2010
1772710,The Maximum Number of Perfect Matchings in Graphs with a Given Degree Sequence.,2008
1772711,The Number of -Matchings in Almost Every Tree is a Zero Residue.,2011
1772712,"A purely combinatorial proof of the Hadwiger Debrunner (p, q) Conjecture.",1997
1772713,Discrepancy Games.,2005
1772714,On a Generalization of Meyniel's Conjecture on the Cops and Robbers Game.,2011
1772715,Short Certificates for Tournaments.,1997
1772716,Perfect Matchings in $epsilon$-regular Graphs.,1998
1772717,H-Free Graphs of Large Minimum Degree.,2006
1780130,Drawing outerplanar graphs using three edge lengths.,2015
1800311,"Linear Boolean classification, coding and the critical problem.",2014
1801175,Better Algorithms and Bounds for Directed Maximum Leaf Problems.,2007
1803334,Spanning directed trees with many leaves.,2008
1803463,Admission Control to Minimize Rejections and Online Set Cover with Repetitions.,2008
1804212,Balanced Families of Perfect Hash Functions and Their Applications.,2008
1804420,Broadcasting with side information.,2008
1804509,Linear Time Algorithms for Finding a Dominating Set of Fixed Size in Degenerated Graphs.,2008
1805999,A note on regular Ramsey graphs.,2008
1808428,Strategyproof Approximation Mechanisms for Location on Networks.,2009
1809854,Sum of Us: Strategyproof Selection from the Selectors.,2009
1814824,Practically Stabilizing Atomic Memory.,2010
1824466,Local Correction of Boolean Functions.,2011
